Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-07,3340.050048828125,3352.5400390625,3328.719970703125,3351.280029296875,4104860000,0,0
2020-08-10,3356.0400390625,3363.2900390625,3335.43994140625,3360.469970703125,4318570000,0,0
2020-08-11,3370.340087890625,3381.010009765625,3326.43994140625,3333.68994140625,5087650000,0,0
2020-08-12,3355.4599609375,3387.889892578125,3355.4599609375,3380.35009765625,3768560000,0,0
2020-08-13,3372.949951171875,3387.239990234375,3363.35009765625,3373.429931640625,3648810000,0,0
2020-08-14,3368.659912109375,3378.510009765625,3361.639892578125,3372.85009765625,3193400000,0,0
2020-08-17,3380.860107421875,3387.590087890625,3379.219970703125,3381.989990234375,3671290000,0,0
2020-08-18,3387.0400390625,3395.06005859375,3370.14990234375,3389.780029296875,3881310000,0,0
2020-08-19,3392.510009765625,3399.5400390625,3369.659912109375,3374.85009765625,3884480000,0,0
2020-08-20,3360.47998046875,3390.800048828125,3354.68994140625,3385.510009765625,3642850000,0,0
2020-08-21,3386.010009765625,3399.9599609375,3379.31005859375,3397.159912109375,3705420000,0,0
2020-08-24,3418.090087890625,3432.090087890625,3413.1298828125,3431.280029296875,3728690000,0,0
2020-08-25,3435.949951171875,3444.2099609375,3425.840087890625,3443.6201171875,3619300000,0,0
2020-08-26,3449.969970703125,3481.070068359375,3444.14990234375,3478.72998046875,3754360000,0,0
2020-08-27,3485.139892578125,3501.3798828125,3468.35009765625,3484.550048828125,3929560000,0,0
2020-08-28,3494.68994140625,3509.22998046875,3484.320068359375,3508.010009765625,3855880000,0,0
2020-08-31,3509.72998046875,3514.77001953125,3493.25,3500.31005859375,4342290000,0,0
2020-09-01,3507.43994140625,3528.030029296875,3494.60009765625,3526.64990234375,4083110000,0,0
2020-09-02,3543.760009765625,3588.110107421875,3535.22998046875,3580.840087890625,4285190000,0,0
2020-09-03,3564.739990234375,3564.85009765625,3427.409912109375,3455.06005859375,4898680000,0,0
2020-09-04,3453.60009765625,3479.14990234375,3349.6298828125,3426.9599609375,4431440000,0,0
2020-09-08,3371.8798828125,3379.969970703125,3329.27001953125,3331.840087890625,4665600000,0,0
2020-09-09,3369.820068359375,3424.77001953125,3366.840087890625,3398.9599609375,3920830000,0,0
2020-09-10,3412.56005859375,3425.550048828125,3329.25,3339.18994140625,4192250000,0,0
2020-09-11,3352.699951171875,3368.949951171875,3310.469970703125,3340.969970703125,3704450000,0,0
2020-09-14,3363.56005859375,3402.929931640625,3363.56005859375,3383.5400390625,3832130000,0,0
2020-09-15,3407.72998046875,3419.47998046875,3389.25,3401.199951171875,4051460000,0,0
2020-09-16,3411.22998046875,3428.919921875,3384.449951171875,3385.489990234375,4710030000,0,0
2020-09-17,3346.860107421875,3375.169921875,3328.820068359375,3357.010009765625,4371940000,0,0
2020-09-18,3357.3798828125,3362.27001953125,3292.39990234375,3319.469970703125,7068700000,0,0
2020-09-21,3285.570068359375,3285.570068359375,3229.10009765625,3281.06005859375,4828350000,0,0
2020-09-22,3295.75,3320.31005859375,3270.949951171875,3315.570068359375,3963300000,0,0
2020-09-23,3320.110107421875,3323.35009765625,3232.570068359375,3236.919921875,4364500000,0,0
2020-09-24,3226.139892578125,3278.699951171875,3209.449951171875,3246.590087890625,4599470000,0,0
2020-09-25,3236.659912109375,3306.8798828125,3228.43994140625,3298.4599609375,3792220000,0,0
2020-09-28,3333.89990234375,3360.739990234375,3332.909912109375,3351.60009765625,3946060000,0,0
2020-09-29,3350.919921875,3357.919921875,3327.5400390625,3335.469970703125,3651880000,0,0
2020-09-30,3341.2099609375,3393.56005859375,3340.469970703125,3363.0,4722530000,0,0
2020-10-01,3385.8701171875,3397.179931640625,3361.389892578125,3380.800048828125,4070530000,0,0
2020-10-02,3338.93994140625,3369.10009765625,3323.68994140625,3348.419921875,3961550000,0,0
2020-10-05,3367.27001953125,3409.570068359375,3367.27001953125,3408.60009765625,3686920000,0,0
2020-10-06,3408.739990234375,3431.56005859375,3354.5400390625,3360.969970703125,4443380000,0,0
2020-10-07,3384.56005859375,3426.260009765625,3384.56005859375,3419.43994140625,3807830000,0,0
2020-10-08,3434.280029296875,3447.280029296875,3428.14990234375,3446.830078125,3856190000,0,0
2020-10-09,3459.669921875,3482.340087890625,3458.070068359375,3477.139892578125,3939060000,0,0
2020-10-12,3500.02001953125,3549.85009765625,3499.610107421875,3534.219970703125,3428970000,0,0
2020-10-13,3534.010009765625,3534.010009765625,3500.860107421875,3511.929931640625,3605150000,0,0
2020-10-14,3515.469970703125,3527.93994140625,3480.550048828125,3488.669921875,3840630000,0,0
2020-10-15,3453.719970703125,3489.080078125,3440.889892578125,3483.340087890625,3717640000,0,0
2020-10-16,3493.5,3515.760009765625,3480.449951171875,3483.81005859375,4675890000,0,0
2020-10-19,3493.659912109375,3502.419921875,3419.929931640625,3426.919921875,4086200000,0,0
2020-10-20,3439.3798828125,3476.929931640625,3435.64990234375,3443.1201171875,3901260000,0,0
2020-10-21,3439.909912109375,3464.860107421875,3433.06005859375,3435.56005859375,4097750000,0,0
2020-10-22,3438.5,3460.530029296875,3415.340087890625,3453.489990234375,4163630000,0,0
2020-10-23,3464.89990234375,3466.4599609375,3440.449951171875,3465.389892578125,3646570000,0,0
2020-10-26,3441.419921875,3441.419921875,3364.860107421875,3400.969970703125,3988080000,0,0
2020-10-27,3403.14990234375,3409.510009765625,3388.7099609375,3390.679931640625,3946990000,0,0
2020-10-28,3342.47998046875,3342.47998046875,3268.889892578125,3271.030029296875,5129860000,0,0
2020-10-29,3277.169921875,3341.050048828125,3259.820068359375,3310.110107421875,4903070000,0,0
2020-10-30,3293.590087890625,3304.929931640625,3233.93994140625,3269.9599609375,4840450000,0,0
2020-11-02,3296.199951171875,3330.139892578125,3279.739990234375,3310.239990234375,4310590000,0,0
2020-11-03,3336.25,3389.489990234375,3336.25,3369.159912109375,4220070000,0,0
2020-11-04,3406.4599609375,3486.25,3405.169921875,3443.43994140625,4783040000,0,0
2020-11-05,3485.739990234375,3529.050048828125,3485.739990234375,3510.449951171875,4841190000,0,0
2020-11-06,3508.340087890625,3521.580078125,3484.340087890625,3509.43994140625,4833950000,0,0
2020-11-09,3583.0400390625,3645.989990234375,3547.47998046875,3550.5,8556610000,0,0
2020-11-10,3543.260009765625,3557.219970703125,3511.909912109375,3545.530029296875,6024230000,0,0
2020-11-11,3563.219970703125,3581.159912109375,3557.0,3572.659912109375,4609970000,0,0
2020-11-12,3562.669921875,3569.02001953125,3518.580078125,3537.010009765625,4890120000,0,0
2020-11-13,3552.570068359375,3593.659912109375,3552.570068359375,3585.14990234375,4709670000,0,0
2020-11-16,3600.159912109375,3628.510009765625,3600.159912109375,3626.909912109375,5281980000,0,0
2020-11-17,3610.31005859375,3623.110107421875,3588.679931640625,3609.530029296875,4799570000,0,0
2020-11-18,3612.090087890625,3619.090087890625,3567.330078125,3567.7900390625,5274450000,0,0
2020-11-19,3559.409912109375,3585.219970703125,3543.840087890625,3581.8701171875,4347200000,0,0
2020-11-20,3579.31005859375,3581.22998046875,3556.85009765625,3557.5400390625,4218970000,0,0
2020-11-23,3566.820068359375,3589.81005859375,3552.77001953125,3577.590087890625,5036290000,0,0
2020-11-24,3594.52001953125,3642.31005859375,3594.52001953125,3635.409912109375,6267570000,0,0
2020-11-25,3635.5,3635.5,3617.760009765625,3629.64990234375,4902560000,0,0
2020-11-27,3638.550048828125,3644.31005859375,3629.330078125,3638.35009765625,2778450000,0,0
2020-11-30,3634.179931640625,3634.179931640625,3594.389892578125,3621.6298828125,6291400000,0,0
2020-12-01,3645.8701171875,3678.449951171875,3645.8701171875,3662.449951171875,5403660000,0,0
2020-12-02,3653.780029296875,3670.9599609375,3644.840087890625,3669.010009765625,5029620000,0,0
2020-12-03,3668.280029296875,3682.72998046875,3657.169921875,3666.719970703125,5091760000,0,0
2020-12-04,3670.93994140625,3699.199951171875,3670.93994140625,3699.1201171875,5086370000,0,0
2020-12-07,3694.72998046875,3697.409912109375,3678.8798828125,3691.9599609375,4788560000,0,0
2020-12-08,3683.050048828125,3708.449951171875,3678.830078125,3702.25,4549670000,0,0
2020-12-09,3705.97998046875,3712.389892578125,3660.5400390625,3672.820068359375,5209940000,0,0
2020-12-10,3659.1298828125,3678.489990234375,3645.179931640625,3668.10009765625,4618240000,0,0
2020-12-11,3656.080078125,3665.909912109375,3633.39990234375,3663.4599609375,4367150000,0,0
2020-12-14,3675.27001953125,3697.610107421875,3645.840087890625,3647.489990234375,4594920000,0,0
2020-12-15,3666.409912109375,3695.2900390625,3659.6201171875,3694.6201171875,4360280000,0,0
2020-12-16,3696.25,3711.27001953125,3688.570068359375,3701.169921875,4056950000,0,0
2020-12-17,3713.64990234375,3725.1201171875,3710.8701171875,3722.47998046875,4184930000,0,0
2020-12-18,3722.389892578125,3726.699951171875,3685.840087890625,3709.409912109375,7068340000,0,0
2020-12-21,3684.280029296875,3702.89990234375,3636.47998046875,3694.919921875,4732160000,0,0
2020-12-22,3698.080078125,3698.260009765625,3676.159912109375,3687.260009765625,4023940000,0,0
2020-12-23,3693.419921875,3711.239990234375,3689.280029296875,3690.010009765625,3772630000,0,0
2020-12-24,3694.030029296875,3703.820068359375,3689.320068359375,3703.06005859375,1885090000,0,0
2020-12-28,3723.030029296875,3740.510009765625,3723.030029296875,3735.360107421875,3527460000,0,0
2020-12-29,3750.010009765625,3756.1201171875,3723.31005859375,3727.0400390625,3387030000,0,0
2020-12-30,3736.18994140625,3744.6298828125,3730.2099609375,3732.0400390625,3145200000,0,0
2020-12-31,3733.27001953125,3760.199951171875,3726.8798828125,3756.070068359375,3172510000,0,0
2021-01-04,3764.610107421875,3769.989990234375,3662.7099609375,3700.64990234375,5006680000,0,0
2021-01-05,3698.02001953125,3737.830078125,3695.070068359375,3726.860107421875,4582620000,0,0
2021-01-06,3712.199951171875,3783.0400390625,3705.340087890625,3748.139892578125,6049970000,0,0
2021-01-07,3764.7099609375,3811.550048828125,3764.7099609375,3803.7900390625,5080870000,0,0
2021-01-08,3815.050048828125,3826.68994140625,3783.60009765625,3824.679931640625,4764180000,0,0
2021-01-11,3803.139892578125,3817.860107421875,3789.02001953125,3799.610107421875,4450500000,0,0
2021-01-12,3801.6201171875,3810.780029296875,3776.510009765625,3801.18994140625,4977210000,0,0
2021-01-13,3802.22998046875,3820.9599609375,3791.5,3809.840087890625,4590420000,0,0
2021-01-14,3814.97998046875,3823.60009765625,3792.860107421875,3795.5400390625,5180140000,0,0
2021-01-15,3788.72998046875,3788.72998046875,3749.6201171875,3768.25,5353060000,0,0
2021-01-19,3781.8798828125,3804.530029296875,3780.3701171875,3798.909912109375,4982940000,0,0
2021-01-20,3816.219970703125,3859.75,3816.219970703125,3851.85009765625,4551790000,0,0
2021-01-21,3857.4599609375,3861.449951171875,3845.050048828125,3853.070068359375,4484460000,0,0
2021-01-22,3844.239990234375,3852.31005859375,3830.409912109375,3841.469970703125,5080430000,0,0
2021-01-25,3851.679931640625,3859.22998046875,3797.159912109375,3855.360107421875,6955860000,0,0
2021-01-26,3862.9599609375,3870.89990234375,3847.780029296875,3849.6201171875,6029090000,0,0
2021-01-27,3836.830078125,3836.830078125,3732.47998046875,3750.77001953125,9878040000,0,0
2021-01-28,3755.75,3830.5,3755.75,3787.3798828125,6937960000,0,0
2021-01-29,3778.050048828125,3778.050048828125,3694.1201171875,3714.239990234375,6612570000,0,0
2021-02-01,3731.169921875,3784.320068359375,3725.6201171875,3773.860107421875,5392870000,0,0
2021-02-02,3791.840087890625,3843.090087890625,3791.840087890625,3826.31005859375,5495370000,0,0
2021-02-03,3840.27001953125,3847.510009765625,3816.679931640625,3830.169921875,4846900000,0,0
2021-02-04,3836.659912109375,3872.419921875,3836.659912109375,3871.739990234375,4856670000,0,0
2021-02-05,3878.300048828125,3894.56005859375,3874.929931640625,3886.830078125,4838580000,0,0
2021-02-08,3892.590087890625,3915.77001953125,3892.590087890625,3915.590087890625,4635030000,0,0
2021-02-09,3910.489990234375,3918.35009765625,3902.639892578125,3911.22998046875,4554610000,0,0
2021-02-10,3920.780029296875,3931.5,3884.93994140625,3909.8798828125,4815380000,0,0
2021-02-11,3916.39990234375,3925.989990234375,3890.389892578125,3916.3798828125,4570080000,0,0
2021-02-12,3911.64990234375,3937.22998046875,3905.780029296875,3934.830078125,4119260000,0,0
2021-02-16,3939.610107421875,3950.429931640625,3923.85009765625,3932.590087890625,5037360000,0,0
2021-02-17,3918.5,3933.610107421875,3900.429931640625,3931.330078125,4718280000,0,0
2021-02-18,3915.860107421875,3921.97998046875,3885.030029296875,3913.969970703125,4773430000,0,0
2021-02-19,3921.159912109375,3930.409912109375,3903.070068359375,3906.7099609375,4823940000,0,0
2021-02-22,3885.550048828125,3902.919921875,3874.7099609375,3876.5,5870190000,0,0
2021-02-23,3857.070068359375,3895.97998046875,3805.590087890625,3881.3701171875,6280650000,0,0
2021-02-24,3873.7099609375,3928.64990234375,3859.60009765625,3925.429931640625,5942350000,0,0
2021-02-25,3915.800048828125,3925.02001953125,3814.0400390625,3829.340087890625,6513060000,0,0
2021-02-26,3839.659912109375,3861.080078125,3789.5400390625,3811.14990234375,6512950000,0,0
2021-03-01,3842.510009765625,3914.5,3842.510009765625,3901.820068359375,5071540000,0,0
2021-03-02,3903.639892578125,3906.409912109375,3868.570068359375,3870.2900390625,5493690000,0,0
2021-03-03,3863.989990234375,3874.469970703125,3818.860107421875,3819.719970703125,6150790000,0,0
2021-03-04,3818.530029296875,3843.669921875,3723.340087890625,3768.469970703125,7142240000,0,0
2021-03-05,3793.580078125,3851.68994140625,3730.18994140625,3841.93994140625,6842570000,0,0
2021-03-08,3844.389892578125,3881.06005859375,3819.25,3821.35009765625,5852240000,0,0
2021-03-09,3851.929931640625,3903.760009765625,3851.929931640625,3875.43994140625,5496340000,0,0
2021-03-10,3891.989990234375,3917.35009765625,3885.72998046875,3898.81005859375,5827250000,0,0
2021-03-11,3915.5400390625,3960.27001953125,3915.5400390625,3939.340087890625,5300010000,0,0
2021-03-12,3924.52001953125,3944.989990234375,3915.2099609375,3943.340087890625,4469240000,0,0
2021-03-15,3942.9599609375,3970.080078125,3923.5400390625,3968.93994140625,4882190000,0,0
2021-03-16,3973.590087890625,3981.0400390625,3953.43994140625,3962.7099609375,4604870000,0,0
2021-03-17,3949.570068359375,3983.8701171875,3935.739990234375,3974.1201171875,4541620000,0,0
2021-03-18,3953.5,3969.6201171875,3910.860107421875,3915.4599609375,4043170000,0,0
2021-03-19,3913.139892578125,3930.1201171875,3886.75,3913.10009765625,7725050000,0,0
2021-03-22,3916.47998046875,3955.31005859375,3914.159912109375,3940.590087890625,4311380000,0,0
2021-03-23,3937.60009765625,3949.1298828125,3901.570068359375,3910.52001953125,4645340000,0,0
2021-03-24,3919.929931640625,3942.080078125,3889.070068359375,3889.139892578125,4766990000,0,0
2021-03-25,3879.340087890625,3919.5400390625,3853.5,3909.52001953125,4940800000,0,0
2021-03-26,3917.1201171875,3978.18994140625,3917.1201171875,3974.5400390625,5467850000,0,0
2021-03-29,3969.31005859375,3981.830078125,3943.25,3971.090087890625,4619840000,0,0
2021-03-30,3963.340087890625,3968.010009765625,3944.35009765625,3958.550048828125,4103570000,0,0
2021-03-31,3967.25,3994.409912109375,3966.97998046875,3972.889892578125,4564980000,0,0
2021-04-01,3992.780029296875,4020.6298828125,3992.780029296875,4019.8701171875,4151240000,0,0
2021-04-05,4034.43994140625,4083.419921875,4034.43994140625,4077.909912109375,3999760000,0,0
2021-04-06,4075.570068359375,4086.22998046875,4068.139892578125,4073.93994140625,4027880000,0,0
2021-04-07,4074.2900390625,4083.1298828125,4068.31005859375,4079.949951171875,4112640000,0,0
2021-04-08,4089.949951171875,4098.18994140625,4082.5400390625,4097.169921875,3901910000,0,0
2021-04-09,4096.10986328125,4129.47998046875,4095.510009765625,4128.7998046875,3634910000,0,0
2021-04-12,4124.7099609375,4131.759765625,4114.81982421875,4127.990234375,3578500000,0,0
2021-04-13,4130.10009765625,4148.0,4124.43017578125,4141.58984375,3728440000,0,0
2021-04-14,4141.580078125,4151.68994140625,4120.8701171875,4124.66015625,3976540000,0,0
2021-04-15,4139.759765625,4173.490234375,4139.759765625,4170.419921875,4027680000,0,0
2021-04-16,4174.14013671875,4191.31005859375,4170.75,4185.47021484375,4157430000,0,0
2021-04-19,4179.7998046875,4180.81005859375,4150.47021484375,4163.259765625,3788020000,0,0
2021-04-20,4159.18017578125,4159.18017578125,4118.3798828125,4134.93994140625,4338230000,0,0
2021-04-21,4128.419921875,4175.02001953125,4126.35009765625,4173.419921875,3865820000,0,0
2021-04-22,4170.4599609375,4179.56982421875,4123.68994140625,4134.97998046875,4235040000,0,0
2021-04-23,4138.77978515625,4194.169921875,4138.77978515625,4180.169921875,3568080000,0,0
2021-04-26,4185.02978515625,4194.18994140625,4182.35986328125,4187.6201171875,3738920000,0,0
2021-04-27,4188.25,4193.35009765625,4176.22021484375,4186.72021484375,3703240000,0,0
2021-04-28,4185.14013671875,4201.52978515625,4181.77978515625,4183.18017578125,3772390000,0,0
2021-04-29,4206.14013671875,4218.77978515625,4176.81005859375,4211.47021484375,4288940000,0,0
2021-04-30,4198.10009765625,4198.10009765625,4174.85009765625,4181.169921875,4273680000,0,0
2021-05-03,4191.97998046875,4209.39013671875,4188.02978515625,4192.66015625,4061170000,0,0
2021-05-04,4179.0400390625,4179.0400390625,4128.58984375,4164.66015625,4441080000,0,0
2021-05-05,4177.06005859375,4187.72021484375,4160.93994140625,4167.58984375,4029050000,0,0
2021-05-06,4169.14013671875,4202.7001953125,4147.330078125,4201.6201171875,4504860000,0,0
2021-05-07,4210.33984375,4238.0400390625,4201.64013671875,4232.60009765625,4013060000,0,0
2021-05-10,4228.2900390625,4236.39013671875,4188.1298828125,4188.43017578125,3678970000,0,0
2021-05-11,4150.33984375,4162.0400390625,4111.52978515625,4152.10009765625,3593110000,0,0
2021-05-12,4130.5498046875,4134.72998046875,4056.8798828125,4063.0400390625,3735080000,0,0
2021-05-13,4074.989990234375,4131.580078125,4074.989990234375,4112.5,3687780000,0,0
2021-05-14,4129.580078125,4183.1298828125,4129.580078125,4173.85009765625,3251920000,0,0
2021-05-17,4169.919921875,4171.919921875,4142.68994140625,4163.2900390625,3307130000,0,0
2021-05-18,4165.93994140625,4169.14990234375,4125.990234375,4127.830078125,3559790000,0,0
2021-05-19,4098.4501953125,4116.93017578125,4061.409912109375,4115.68017578125,3485550000,0,0
2021-05-20,4121.97021484375,4172.7998046875,4121.97021484375,4159.1201171875,3019060000,0,0
2021-05-21,4168.60986328125,4188.72021484375,4151.72021484375,4155.85986328125,3344620000,0,0
2021-05-24,4170.16015625,4209.52001953125,4170.16015625,4197.0498046875,2947400000,0,0
2021-05-25,4205.93994140625,4213.419921875,4182.52001953125,4188.1298828125,3420870000,0,0
2021-05-26,4191.58984375,4202.60986328125,4184.10986328125,4195.990234375,3674490000,0,0
2021-05-27,4201.93994140625,4213.3798828125,4197.77978515625,4200.8798828125,5201110000,0,0
2021-05-28,4210.77001953125,4218.35986328125,4203.56982421875,4204.10986328125,4199270000,0,0
2021-06-01,4216.52001953125,4234.1201171875,4197.58984375,4202.0400390625,4122960000,0,0
2021-06-02,4206.81982421875,4217.3701171875,4198.27001953125,4208.1201171875,4860930000,0,0
2021-06-03,4191.43017578125,4204.39013671875,4167.93017578125,4192.85009765625,4579450000,0,0
2021-06-04,4206.0498046875,4233.4501953125,4206.0498046875,4229.89013671875,3487070000,0,0
2021-06-07,4229.33984375,4232.33984375,4215.66015625,4226.52001953125,3835570000,0,0
2021-06-08,4233.81005859375,4236.740234375,4208.41015625,4227.259765625,3943870000,0,0
2021-06-09,4232.990234375,4237.08984375,4218.740234375,4219.5498046875,3902870000,0,0
2021-06-10,4228.56005859375,4249.740234375,4220.33984375,4239.18017578125,3502480000,0,0
2021-06-11,4242.89990234375,4248.3798828125,4232.25,4247.43994140625,3204280000,0,0
2021-06-14,4248.31005859375,4255.58984375,4234.06982421875,4255.14990234375,3612050000,0,0
2021-06-15,4255.27978515625,4257.16015625,4238.35009765625,4246.58984375,3578450000,0,0
2021-06-16,4248.8701171875,4251.89013671875,4202.4501953125,4223.7001953125,3722050000,0,0
2021-06-17,4220.3701171875,4232.2900390625,4196.0498046875,4221.85986328125,3952110000,0,0
2021-06-18,4204.77978515625,4204.77978515625,4164.39990234375,4166.4501953125,6084980000,0,0
2021-06-21,4173.39990234375,4226.240234375,4173.39990234375,4224.7900390625,3391740000,0,0
2021-06-22,4224.60986328125,4255.83984375,4217.27001953125,4246.43994140625,3208760000,0,0
2021-06-23,4249.27001953125,4256.60009765625,4241.43017578125,4241.83984375,3172440000,0,0
2021-06-24,4256.97021484375,4271.27978515625,4256.97021484375,4266.490234375,3141680000,0,0
2021-06-25,4274.4501953125,4286.1201171875,4271.16015625,4280.7001953125,6248390000,0,0
2021-06-28,4284.89990234375,4292.14013671875,4274.669921875,4290.60986328125,3415610000,0,0
2021-06-29,4293.2099609375,4300.52001953125,4287.0400390625,4291.7998046875,3049560000,0,0
2021-06-30,4290.64990234375,4302.43017578125,4287.9599609375,4297.5,3687880000,0,0
2021-07-01,4300.72998046875,4320.66015625,4300.72998046875,4319.93994140625,3077580000,0,0
2021-07-02,4326.60009765625,4355.43017578125,4326.60009765625,4352.33984375,2628550000,0,0
2021-07-06,4356.4599609375,4356.4599609375,4314.3701171875,4343.5400390625,3437900000,0,0
2021-07-07,4351.009765625,4361.8798828125,4329.7900390625,4358.1298828125,3243900000,0,0
2021-07-08,4321.06982421875,4330.8798828125,4289.3701171875,4320.81982421875,3393780000,0,0
2021-07-09,4329.3798828125,4371.60009765625,4329.3798828125,4369.5498046875,2738280000,0,0
2021-07-12,4372.41015625,4386.68017578125,4364.02978515625,4384.6298828125,2983980000,0,0
2021-07-13,4381.06982421875,4392.3701171875,4366.919921875,4369.2099609375,3166900000,0,0
2021-07-14,4380.10986328125,4393.68017578125,4362.35986328125,4374.2998046875,3213870000,0,0
2021-07-15,4369.02001953125,4369.02001953125,4340.7001953125,4360.02978515625,3226930000,0,0
2021-07-16,4367.43017578125,4375.08984375,4322.52978515625,4327.16015625,3165160000,0,0
2021-07-19,4296.39990234375,4296.39990234375,4233.1298828125,4258.490234375,4155790000,0,0
2021-07-20,4265.10986328125,4336.83984375,4262.0498046875,4323.06005859375,3634190000,0,0
2021-07-21,4331.1298828125,4359.7001953125,4331.1298828125,4358.68994140625,3078550000,0,0
2021-07-22,4361.27001953125,4369.8701171875,4350.06005859375,4367.47998046875,2907910000,0,0
2021-07-23,4381.2001953125,4415.18017578125,4381.2001953125,4411.7900390625,3490730000,0,0
2021-07-26,4409.580078125,4422.72998046875,4405.4501953125,4422.2998046875,2679110000,0,0
2021-07-27,4416.3798828125,4416.3798828125,4372.509765625,4401.4599609375,3381080000,0,0
2021-07-28,4402.9501953125,4415.47021484375,4387.009765625,4400.64013671875,3215130000,0,0
2021-07-29,4403.58984375,4429.97021484375,4403.58984375,4419.14990234375,2815510000,0,0
2021-07-30,4395.1201171875,4412.25,4389.64990234375,4395.259765625,2861600000,0,0
2021-08-02,4406.85986328125,4422.18017578125,4384.81005859375,4387.16015625,2919940000,0,0
2021-08-03,4392.740234375,4423.7900390625,4373.0,4423.14990234375,3305340000,0,0
2021-08-04,4415.9501953125,4416.169921875,4400.22998046875,4402.66015625,3382620000,0,0
2021-08-05,4408.85986328125,4429.759765625,4408.85986328125,4429.10009765625,2734220000,0,0
2021-08-06,4429.06982421875,4440.81982421875,4429.06982421875,4436.52001953125,2839970000,0,0
